question,error,domain,country,organization_name,confidence
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TUNISIA?",,FOREIGN AFFAIRS,TUNISIA,"Ministry of Foreign Affairs, Migration and Tunisians Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ROMANIA?",,FOREIGN AFFAIRS,ROMANIA,Ministry of Foreign Affairs of Romania,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BULGARIA?",,FOREIGN AFFAIRS,BULGARIA,Ministry of Foreign Affairs of the Republic of Bulgaria,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GEORGIA?",,FOREIGN AFFAIRS,GEORGIA,Ministry of Foreign Affairs of Georgia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in INDONESIA?",,FOREIGN AFFAIRS,INDONESIA,Ministry of Foreign Affairs of the Republic of Indonesia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MICRONESIA?",,FOREIGN AFFAIRS,MICRONESIA,Department of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SAINT VINCENT AND THE GRENADINES?",,FOREIGN AFFAIRS,SAINT VINCENT AND THE GRENADINES,"Ministry of Foreign Affairs, Foreign Trade and Consumer Affairs",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TURKEY?",,FOREIGN AFFAIRS,TURKEY,Ministry of Foreign Affairs (Dışişleri Bakanlığı),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CHINA?",,FOREIGN AFFAIRS,CHINA,Ministry of Foreign Affairs of the People's Republic of China,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GERMANY?",,FOREIGN AFFAIRS,GERMANY,Federal Foreign Office (Auswärtiges Amt),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KYRGYZSTAN?",,FOREIGN AFFAIRS,KYRGYZSTAN,Ministry of Foreign Affairs of the Kyrgyz Republic,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MOROCCO?",,FOREIGN AFFAIRS,MOROCCO,"Ministry of Foreign Affairs, African Cooperation and Moroccan Expatriates",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SAMOA?",,FOREIGN AFFAIRS,SAMOA,Ministry of Foreign Affairs and Trade of Samoa,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TURKMENISTAN?",,FOREIGN AFFAIRS,TURKMENISTAN,Ministry of Foreign Affairs of Turkmenistan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BURUNDI?",,FOREIGN AFFAIRS,BURUNDI,"Ministry of Foreign Affairs, Regional Integration and Development Cooperation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in IRAN?",,FOREIGN AFFAIRS,IRAN,Ministry of Foreign Affairs of the Islamic Republic of Iran,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GHANA?",,FOREIGN AFFAIRS,GHANA,Ministry of Foreign Affairs and Regional Integration,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LAOS?",,FOREIGN AFFAIRS,LAOS,Ministry of Foreign Affairs of the Lao People's Democratic Republic,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SAN MARINO?",,FOREIGN AFFAIRS,SAN MARINO,"Ministry of Foreign Affairs, Political Affairs, International Economic Cooperation and Digital Transition",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TUVALU?",,FOREIGN AFFAIRS,TUVALU,"Ministry of Justice, Communications, and Foreign Affairs",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BURKINA FASO?",,FOREIGN AFFAIRS,BURKINA FASO,"Ministry of Foreign Affairs, Regional Cooperation and Burkinabes Abroad of Burkina Faso",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GREECE?",,FOREIGN AFFAIRS,GREECE,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LATVIA?",,FOREIGN AFFAIRS,LATVIA,Ministry of Foreign Affairs of the Republic of Latvia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SAO TOME & PRINCIPE?",,FOREIGN AFFAIRS,SAO TOME & PRINCIPE,"Ministry of Foreign Affairs, Cooperation and Communities",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MONGOLIA?",,FOREIGN AFFAIRS,MONGOLIA,Ministry of Foreign Affairs of Mongolia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UGANDA?",,FOREIGN AFFAIRS,UGANDA,Ministry of Foreign Affairs (MOFA),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CABO VERDE?",,FOREIGN AFFAIRS,CABO VERDE,"Ministry of Foreign Affairs, Cooperation, and Regional Integration of Cabo Verde",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NETHERLANDS?",,FOREIGN AFFAIRS,NETHERLANDS,Ministry of Foreign Affairs (Ministerie van Buitenlandse Zaken),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SAUDI ARABIA?",,FOREIGN AFFAIRS,SAUDI ARABIA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
